bank,comment,rating,source,time,target,language
BOC,I don’t know how come the loading time of the app is more than 5 minutes after update! Totally rubbish!,1,AppStore,23/03/2018 09:46,HK Bank,en
Citibank HK,"Every time I am trying to log in , it says the password is incorrect. Causing too much stress.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,10/04/2019 08:02,HK Bank,en
Citibank HK,The app tells me to update it and when I try the update is not available rending the app useless.,1,AppStore,30/01/2019 23:20,HK Bank,en
Citibank HK,"Cannot find a button to change rewards after collecting all those points. 

No phone or any additional info to help.",1,AppStore,16/01/2019 09:23,HK Bank,en
Citibank HK,"The fingerprint id is not working. Besides, even putting correct username and password, the system still asks u to login..",1,AppStore,06/10/2018 11:52,HK Bank,en
Citibank HK,"For a bank this side and they can't get a simple app sorted. User unfriendly, not easy to navigate. Rubbish.",1,AppStore,03/10/2018 10:02,HK Bank,en
Citibank HK,This app can not be opened in my new iPhone XS Max. iPhone 7 Plus do not have any problems.,1,AppStore,22/09/2018 03:51,HK Bank,en
Heng Seng Bank,Alway takes 5 mins to load the update everytime using the app!!! and the update r not working at all!!!,1,AppStore,31/07/2019 21:39,HK Bank,en
Heng Seng Bank,Your app is complicated and confusing. Inconvenient to use. HSBC’s app is so easy and meaningful. Pls make like them.,1,AppStore,22/04/2019 08:17,HK Bank,en
Heng Seng Bank,"When I check the login, the system just say it cannot provide the service. This problem was existed 3 month.",1,AppStore,09/06/2018 13:46,HK Bank,en
Heng Seng Bank,I am very surprised that it does not support Face ID as other banks support it on Day-1! Very disappointed.,1,AppStore,14/11/2017 10:00,HK Bank,en
Heng Seng Bank,"The App keep saying that my phone has been jailbroken and refused for my login, while my phone has not!",1,AppStore,06/10/2017 09:42,HK Bank,en
HSBC HK,Ask user to update then it goes back to old app that asks user to update. In a loop. Ridiculous,1,AppStore,02/06/2017 19:11,HK Bank,en
HSBC HK,"Apps slow,login is trouble

Even I do low risk transactions or check balance, I need use more time for waiting",1,AppStore,01/04/2017 13:00,HK Bank,en
HSBC HK,citibank and standard chartered are already having touch id function... maybe it's better for hsbc to keep up the pace,1,AppStore,22/01/2017 17:05,HK Bank,en
PayMe,"Stupid Application cannot read my HKID.

I give up with this application. Waste my time to upload my HKID.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,25/06/2019 17:08,HK Bank,en
PayMe,"It shows black screen and jump out of the app
When I try to transfer money back to bank
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,06/06/2019 10:13,HK Bank,en
PayMe,"When choosing the receiver name , it will be crashed. I think your latest update (27-March-2019)that is including the bug!",1,AppStore,28/03/2019 13:37,HK Bank,en
PayMe,And it does not allow me to use my jointbbank account nor top up over 3000HKD from my Credit Card,1,AppStore,15/10/2018 12:20,HK Bank,en
PayMe,Cannot use the app after update. Keep showing “cannot connect to the internet” under both WiFi/4G mode. Worst update ever!,1,AppStore,02/09/2018 01:33,HK Bank,en
PayMe,I try to open the app now and it just hang on the first screen. What can i do? Useless.,1,AppStore,11/04/2018 00:38,HK Bank,en
PayMe,I cannot use the app to set up the account successfully. Always pending at the re-input PIN to confirm it.,1,AppStore,28/10/2017 09:26,HK Bank,en
PayMe,Account disabled after I submitted my ID copy to try open a proper account for higher transaction limits...what the hack???,1,AppStore,17/03/2017 08:54,HK Bank,en
PayMe,This app is suck and keep loading then kick me out. I can do nothing so I deleted the app,1,AppStore,09/02/2017 23:56,HK Bank,en
SC Mobile Hong Kong,"it crashed when opened on iPhone running iOS13. When will you solve this? I cannot access my mobile banking！
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/09/2019 17:34,HK Bank,en
SC Mobile Hong Kong,"I can not login after my iPhone upgrade to iOS 13

Can’t do the web authentication 

Very bad experience
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/09/2019 10:50,HK Bank,en
SC Mobile Hong Kong,this app cannot run on iPhone Xs. Thus I can't login my account even on web. seriously affect my use.,1,AppStore,24/09/2018 18:14,HK Bank,en
SC Mobile Hong Kong,I cannot open this app with my new iPhone Xs Max. Forced exit and can’t even see the login page.,1,AppStore,24/09/2018 00:29,HK Bank,en
SC Mobile Hong Kong,"When I try to use this app on my iPhone Xs Max, it crashes immediately. When will it be fixed?",1,AppStore,22/09/2018 21:05,HK Bank,en
SC Mobile Hong Kong,Unfortunately SC did not update the app yet. How many more month does it take? The launch was not yesterday.,1,AppStore,24/02/2018 12:23,HK Bank,en
SC Mobile Hong Kong,I can’t paste into the password field. Are you that backward that you dont even know something called password manager?,1,AppStore,12/11/2017 01:03,HK Bank,en
AlipayHK,A payment app for Hong Kong really needs to have English especially even when the mainland alipay app has English.,1,GooglePlay,16-Mar-18,HK Bank,en
PayMe,"Can't log in with my mobile number. Getting an error message every time. So annoying, I can't access my money.",1,GooglePlay,31-May-19,HK Bank,en
PayMe,Login with mobile? I don't have the SIM at hand. Login with e-mail? "Oops! We can't find that PayMe account...",1,GooglePlay,27-Sep-18,HK Bank,en
PayMe,Terrible app. Terrible service. Absolutely shocking. Owned by HSBC and yet takes them over a month to verify my identity,1,GooglePlay,07-Dec-18,HK Bank,en
PayMe,I can't make the request for payment work. The other party is not HSBC customer. So is useless for me.,1,GooglePlay,20-Sep-18,HK Bank,en
PayMe,no response right after I open the app. stuck at the logo forever. even reinstall doesn't work! what a shame!,1,GooglePlay,03-Sep-19,HK Bank,en
PayMe,HSBC: it's our no.1 priority to fix issue…Jan 2018 But���������� Finger print still not available on Samsung Galaxy S9 �,1,GooglePlay,25-Jan-19,HK Bank,en
PayMe,Why need to verify by an email every time when I need to add account or pay etc. So stupid.,1,GooglePlay,"April 28, 2018",HK Bank,en
PayMe,"Can't login since this moring, and now still not working! Said ""somenthing went wrong"" , so whats wrong with it?",1,GooglePlay,"April 3, 2018",HK Bank,en
PayMe,"keep forever loading whenever entering the pay page. strongly recommend hsbc to fire more I.T. guy, they are just stupid",1,GooglePlay,16-Nov-17,HK Bank,en
PayMe,No wonder HSBC is getting worst. I cannot think of how to make a simple app like this more terrible.,1,GooglePlay,08-Feb-17,HK Bank,en
inMotion,Complete waste of time. ID scan never worked. tried 7 times to scan ID. TRIED 2 phones. Cannot even register.,1,GooglePlay,03-Jan-19,HK Bank,en
inMotion,total garbage. takes 20mins to setup and faxial recognition is weak for chinese company. get better ideas from black mirror,1,GooglePlay,23-Jun-19,HK Bank,en
BEA,Can't even open it. My phone is new and it keeps saying it is rooted. No idea what is happening.,1,GooglePlay,03-Mar-18,HK Bank,en
BOC,Problem after update Worked well before. Keeps loading once after login in Mobile Banking after today's update. Using Nexus 6p.,1,GooglePlay,21-Mar-16,HK Bank,en
Citibank HK,Hopeless! The app goes frozen with blank page being displayed way too often. You will need uninstall and reinstall everyday!,1,GooglePlay,30-Jul-19,HK Bank,en
Citibank HK,"Unable to buy forex. After selecting accounts and inputting amount, no NEXT button. I am using Android 8.1.0 Go edition.",1,GooglePlay,02-Oct-19,HK Bank,en
Citibank HK,It takes forever to load and finally it tells me there is no network connection even I am using WiFi.,1,GooglePlay,30-Mar-19,HK Bank,en
Citibank HK,Always not able to access the FPS page. This function is basically not existent since desktop/web doesnt have it either,1,GooglePlay,18-Dec-18,HK Bank,en
Citibank HK,"Cannot update the apps and cannot open the apps, it keep saying that I need to update to open it",1,GooglePlay,14-Dec-18,HK Bank,en
Citibank HK,Does not work for Android 8.1 and it keeps complaining I am using a rooted device which is not true.,1,GooglePlay,27-Dec-17,HK Bank,en
Citibank HK,Doesn't work anymore Doesn't work on rooted device. My phone came rooted. I guess I can't use it it anymore.,1,GooglePlay,10-Dec-16,HK Bank,en
Dah Sing Bank,was told to use this application to set up 2fa two hours later and still can't figure it out. trash.,1,GooglePlay,21-Dec-18,HK Bank,en
ICBC,Garbage. Stuck on start screen with spinning circle and working Internet for more than a minute before I closed it.,1,GooglePlay,25-Jul-19,HK Bank,en
ICBC,"แอปถูกล็อคทุกครั้งที่พยายามล็อคอินผ่านแอปเลย คือ mobile bank 
มันน่าจะล็อคอินง่ายกว่านี้สำหรับผู้ใช้ ไม่ใช่ Internet Banking 
มันไม่สะดวกที่จะจำเลขบัญชี หรือพาสเวิร์สยาวๆ กดยาก คือจะตั้งที่เราจำได้ 
แอบมันก็ไม่ให้ผ่าน บังคับให้ตั้งยากๆซึ่งไม่เคยจำได้เลย ใช้ หลายํนาคาร 
ไม่ได้เข้าบ่อยๆ พอจะเข้าที ลืมทุกที ล็อคทุกที",1,GooglePlay,18-May-18,HK Bank,en
Heng Seng Bank,"Worst app ever, I have deleted it without even using it. Apocalypse will come before this app finishes the update",1,GooglePlay,31-Aug-19,HK Bank,en
Heng Seng Bank,I cannot login after the updating. It shows me "Fail to obtain information about key" everytime i try to login.,1,GooglePlay,06-Mar-19,HK Bank,en
Heng Seng Bank,Suddenly not support my Korean Android 4.4.2 phone? Said my device is modified and rooted?! Force me to replace phone??,1,GooglePlay,13-Jan-18,HK Bank,en
HSBC HK,"Incomplete and irritating to use. Has reduced functionality, requires constant updates, so security focused it is borderline impossible to use.",1,GooglePlay,14-Nov-19,HK Bank,en
HSBC HK,Mobile token not working in Android 10. It makes my account locked. The problem is still here after a week.,1,GooglePlay,07-Sep-19,HK Bank,en
HSBC HK,UI on Galaxy S10 is strange with the whole content moved upward and a grey bar appears at the bottom.,1,GooglePlay,30-Jul-19,HK Bank,en
HSBC HK,"Can't use it: can't enter credentials, the app stops because of the blue light filter which is not even on",1,GooglePlay,15-Jun-18,HK Bank,en
HSBC HK,Total dogshit won't recognise my username how about you use some of that cartel money and make a usable app,1,GooglePlay,18-May-18,HK Bank,en
HSBC HK,Fingerprint authentication is incompatible for most Android Device & uninstalled for user unfriendly for Android & IOS Dual user. �,1,GooglePlay,18-Aug-18,HK Bank,en
HSBC HK,"After verifying my username it just shows me a checked box, and that's about it. Nothing at all comes after.",1,GooglePlay,16-May-17,HK Bank,en
CCB,Routed from the old ccb app to this new app. Cannot log on at all. Tried many times. Hate it.,1,GooglePlay,03-Dec-18,HK Bank,en
CMB,this app draind so much battery on your phone. uninstall the app will have better battery life one your phone.,1,GooglePlay,05-Jul-18,HK Bank,en
SC,I still cannot login the accounts with the reason "no / poor internet connection" after installing the version v5.7.14...poor Apps,1,GooglePlay,12-Aug-19,HK Bank,en
SC,login by fingerprint function always turns off itself every time I try to open the login screen (on app start).,1,GooglePlay,02-Mar-19,HK Bank,en
SC,Nothing different from the previous version except for the newly added fuzzy useless UI features that eats up your RAM.,1,GooglePlay,28-Dec-18,HK Bank,en
SC,"Why the developer approve this version to production, app always crash when open and I cant access my account now.",1,GooglePlay,01-Feb-19,HK Bank,en
SC,Need a seperate phone for banking Like others. Do i need to buy another phone just to use mobile banking?,1,GooglePlay,16-May-16,HK Bank,en
SC,It is an useless app Still haven't stock trading function. Not clearly menu. Why I don't logjn from web page.,1,GooglePlay,24-Nov-15,HK Bank,en
HSBC HK,Shouldnt pop up the touch id request automatically. It is so annoying for users who want to use the code generator,5,AppStore,30/05/2017 15:04,HK Bank,en
PayMe,"I can’t reset my password, icon shown 19001, pls tell me how can I do to reset the password, thanks
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,27/07/2019 12:53,HK Bank,en
Citibank HK,"It's very easy to use, esp knowing which card is having what type of discount and promo in the city. Excellent!",5,AppStore,22/06/2010 10:56,HK Bank,en
HSBC HK,Very convenient thanks to the hotline support Miss Emily Wong who taught me how to use this process in making transfer.,5,AppStore,16/07/2019 16:17,HK Bank,en
HSBC HK,It’s the first time for me to transfer money via HSBS mobile phone back. Very convenient and very fast. Great experience.�,5,AppStore,31/08/2018 15:04,HK Bank,en
PayMe,"Very fast and convenient app to prompt transactions. Saving unnecessary delays due to more complicated or effortless modes of payments.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,12/07/2018 21:57,HK Bank,en
PayMe,"Excellent app in HK for person to person payment, very fast and good user interface. Enjoy using it in daily basis",5,AppStore,15/04/2018 23:33,HK Bank,en
PayMe,"PayMe is great! It is very convenience to use without any charges. In addition, we can earn Asia miles with it!",5,AppStore,11/10/2017 11:00,HK Bank,en
PayMe,"The app becomes very stable now. Very convenient to pay my friends. Looking forward for more new features! Loving it!
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,03/03/2017 10:55,HK Bank,en
SC Mobile Hong Kong,Very good start for the app - makes it really quick to pay your friend's back or to pay a bill!,5,AppStore,10/04/2013 00:53,HK Bank,en
AlipayHK,"I love this apps very convenient no hassle. you can send or transfer money anywhere , anytime and the highest rate..good",5,GooglePlay,29-Oct-19,HK Bank,en
AlipayHK,this is so helpful we.are.so lucky to have free remittance to philippines were looking forward for another expansion of your.business goodluck!,5,GooglePlay,09-Feb-19,HK Bank,en
PayMe,It's an user friendly application with lot of features and make my life easy to make transfers and to do shopping,5,GooglePlay,16-Oct-19,HK Bank,en
BOC,Got a lot better with the new update. Keep it up because there are still a lot of rooms to improve!,4,GooglePlay,19-Jul-18,HK Bank,en
BEA,"The new iPhone already launched so long.
Why are your interface still with a problem.
The notch still covers the UI.",2,AppStore,03/02/2019 00:12,HK Bank,en
Citibank HK,"Cannot log in after registrations my credit card 
Cannot click the arrow after I type my card number in Fargo password",2,AppStore,05/11/2019 12:22,HK Bank,en
Citibank HK,Functionality and availability...why is not available to other regions registered phones as other banks as HSBC or StanChart? Makes me think...,2,AppStore,23/07/2019 10:03,HK Bank,en
Citibank HK,"Since the introduction of FPS and recent compatibility fix, the app cannot be opened properly due to network error per message.",2,AppStore,01/10/2018 10:30,HK Bank,en
PayMe,It got more problems recently while using it. And today i fail to open the app even after reinstalled it. Frustrated......,2,AppStore,07/11/2019 15:55,HK Bank,en
SC Mobile Hong Kong,"Every time after update vision Sc mobile key can’t work,I need again to again re installed ，is too stupid app
 ----------------------------------------------------------------------------------------- 
 ",2,AppStore,06/10/2019 01:36,HK Bank,en
PayMe,Been struggling to take photo of my ID to increase my limit. Pls work on the photo taking of this app,2,GooglePlay,19-Jul-18,HK Bank,en
PayMe,"Cannot use it. Everytime I try to take the picture of my id to verify the credit card, the app crashes.",2,GooglePlay,19-Jun-18,HK Bank,en
PayMe,"The customer service is sucks, they will reply you pre-set message via email only. Or it is just a fxxking chatbot",2,GooglePlay,15-Jun-18,HK Bank,en
PayMe,"Not working properly after the update. Can't sent money, can't top up account, tried two credit cards still won't work. Disappointed.",2,GooglePlay,15-Oct-17,HK Bank,en
BOC,pls add google pixel phones to compatibility list. they are all more than capable to handle this apps mobile token functions,2,GooglePlay,"April 19, 2019",HK Bank,en
Heng Seng Bank,need to login with finger print. android 7 please. it is enough to login with passwords and passwords. update system please.,2,GooglePlay,06-Jul-17,HK Bank,en
HSBC HK,Very slow and lag... not so sure about its security due to the speed. Have to uninstall and use online banking.,2,GooglePlay,11-Jan-18,HK Bank,en
SC,Fingerprint Login on Samsung S9+ does not work after OS update. Had been waiting for some time to get this fixed!,2,GooglePlay,"April 12, 2019",HK Bank,en
PayMe,"Unable to reset PIN via email reset link until third  times
Another meaningless procedure is to create nickname for submitting review",3,AppStore,12/09/2019 18:05,HK Bank,en
PayMe,I've been having problems logging in. My phone stopped receiving verification codes on SMS... How am I gonna access my wallet?,3,GooglePlay,07-Mar-18,HK Bank,en
HSBC HK,it seems to go wrong more often thsn other bank apps which are simpler and require fewer steps to complete transactions,3,GooglePlay,27-Jun-19,HK Bank,en
SC,cannot see how much debit outstanding during the process of paying the credit card debit. that's not user friendly at all.,3,GooglePlay,07-Sep-19,HK Bank,en
PayMe,"How to delete payments records in apps ? 

About some friends with other people they are send money a records ?",5,AppStore,26/06/2018 19:19,HK Bank,en
SC,It is nut. It force the user to change password by locking to a password changing page without anyway to ignore.,4,GooglePlay,09-Oct-18,HK Bank,en
AlipayHK,"When I open it, then the app crashed and my device auto restart!! I can’t imagine how bad of this app!!",1,AppStore,08/07/2019 08:30,HK Bank,en
BEA,How to pay the bill while I can’t even logging in ? You pay for the extra charges ? Huh bea,1,AppStore,30/06/2019 20:26,HK Bank,en
BEA,The app hanged on a write screen repeatedly.  How is it possible for a bank to release such a rubbish app?,1,AppStore,10/08/2018 11:06,HK Bank,en
Citibank HK,This app is one of the worse I ever used.. always halt and not user-friendly . Prefer the older version .,1,AppStore,16/07/2019 11:07,HK Bank,en
Citibank HK,"It’s crap, startup slow don’t know what it’s waiting or sending, now even can’t update the app and can’t use
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,03/04/2019 09:52,HK Bank,en
Citibank HK,"Worst mobile banking app I’ve ever used 
Can’t login all the time even reset my pw. 
Rubbish app not user friendly",1,AppStore,11/12/2018 23:13,HK Bank,en
Citibank HK,"Can’t use on iPhone Xs max and when I travel elsewhere with diff SIM card, the face recognition can’t be used.",1,AppStore,30/09/2018 16:13,HK Bank,en
Citibank HK,"Cannot login properly, even with correct id n password
Cannot activate face id
All in all impossible to access your account",1,AppStore,07/09/2018 12:16,HK Bank,en
Citibank HK,"Cannot login properly, even with correct id n password
Cannot activate face id
All in all impossible to access your account",1,AppStore,07/09/2018 12:16,HK Bank,en
CMB,It’s slow and doesn’t provide full range of service options.  It’s no use at all and so I delete the app.,1,AppStore,07/09/2018 11:08,HK Bank,en
Heng Seng Bank,it has been a few months (maybe half year already). None of the previous releases can fix the problem. Rubbish app.,1,AppStore,03/09/2018 16:21,HK Bank,en
HSBC HK,The app is pretty hopeless.  I doubt an older person or someone without reasonable technical ability could actually use this system.,1,AppStore,17/04/2018 12:38,HK Bank,en
PayMe,"Dont waste your time
Cannot add credit card, it loop the process with no error and return to first screen
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,26/06/2019 17:24,HK Bank,en
PayMe,"Don’t know why I can’t do it today. 
I have to initiate another payment instead of responding to a payment request.",1,AppStore,10/05/2018 08:59,HK Bank,en
PayMe,Trying to register my HKID and each time it says can’t read the image even after I captured a clear image.,1,AppStore,21/04/2018 15:25,HK Bank,en
PayMe,"it keeps showing the error code ""10400"" after the newest update.
it isn't ""payme"".
it is ""playme"" or ""you can't payme"".",1,AppStore,04/10/2017 15:21,HK Bank,en
PayMe,"Try many different surface and never get HKID scanned successful. Why not integrated with Touch ID for better user experience.
 ----------------------------------------------------------------------------------------- 
 ",1,AppStore,20/03/2017 21:19,HK Bank,en
PayMe,Server down. Never get a chance to login. Pin not know. Forget password never send email for reset. Totally bad experience.,1,AppStore,09/02/2017 11:15,HK Bank,en
SC Mobile Hong Kong,"after use iphone XS on 22/9, this app is not function , when click in , it will auto bounce .",1,AppStore,24/09/2018 06:42,HK Bank,en
SC Mobile Hong Kong,It forces to change password and no “Ignore” or “later” choice provided. You cannot use the app until change new password...,1,AppStore,27/06/2018 15:12,HK Bank,en
SC Mobile Hong Kong,"After upgrade in May 2018, can no longer open the app. Even after deleting and re-installing the app on my iPad.",1,AppStore,13/06/2018 19:11,HK Bank,en
SC Mobile Hong Kong,"Need to reinstall app to enable Face ID. At the cover page, need to swipe left to access the setup page.",1,AppStore,12/12/2017 17:59,HK Bank,en
SC Mobile Hong Kong,"0.5 star s for the rubbish international bank app developer

0.5 star s for App Store that deleted all bad comments!!!!!",1,AppStore,28/05/2015 00:41,HK Bank,en
AlipayHK,"Absolutely a waste of time. Telepone service centre CANNOT provide any helpful information, just keep on repeat what he/she has said.",1,GooglePlay,07-Feb-19,HK Bank,en
PayMe,The app suddenly crashed. Unable to start app after multiple attempts. It was working fine until the recent forced app update.,1,GooglePlay,26-Nov-18,HK Bank,en
PayMe,the app took id photo automatically with out of focus and then the notification showed me the pic was over exposure,1,GooglePlay,13-Feb-19,HK Bank,en
PayMe,"The app never able to recognize my HKID card in order to raise the minimum top up amount, which sucks alot.",1,GooglePlay,13-Aug-18,HK Bank,en
PayMe,Why it has to transfer from my credit card into my PayMe? I have a hsbc bank acc for christ's sake!!,1,GooglePlay,12-Jun-18,HK Bank,en
PayMe,Could not even get past the login screen. Every second digit on the phone number input screen deletes the previous one.,1,GooglePlay,10-Nov-17,HK Bank,en
PayMe,"Not working at all. When I try to request payment, it loads my contacts forever. I need to force close it.",1,GooglePlay,28-Oct-17,HK Bank,en
PayMe,Feature: You may give out your bank money to a stranger and never get that back by using the app interface.,1,GooglePlay,08-Sep-17,HK Bank,en
PayMe,My phone alerted me this app kept using data for the last hour in background and transferred 40MB of data! Why?,1,GooglePlay,21-May-17,HK Bank,en
inMotion,useless!!! photo app orientation is wrong also isn't supposed to recognise new id card. need to walk to branch yo apply!!!,1,GooglePlay,14-Jan-19,HK Bank,en
BEA,"The transfer to ""other banks"" doesnt work on the app all of a sudden, cannot click other banks in transfer anymore?",1,GooglePlay,10-Jan-19,HK Bank,en
BEA,always die in the backgroud services Don't release a software like this. It make me can't trust your bank any more.,1,GooglePlay,19-Jul-12,HK Bank,en
BOC,"the app said s8+ is not designated device to use fingerprint login after software updated,? whats going on? pls fix it!",1,GooglePlay,04-Sep-17,HK Bank,en
BOC,Always crash on first start. Keep flashing the loading image when the page has already been loaded. Quite annoying to use.,1,GooglePlay,30-Oct-14,HK Bank,en
Citibank HK,"need to delete old version citibank and reinstall new app , cannot just click update to update app to newer version",1,GooglePlay,16-Jun-19,HK Bank,en
Citibank HK,"Is it me, or is this app getting slower with each update? it's getting to the point where it is unusable.",1,GooglePlay,12-Feb-19,HK Bank,en
Citibank HK,Does not work with Samsung dex (with Note 8). Forces logging off when switching apps. Not good for a trading app.,1,GooglePlay,27-Jan-18,HK Bank,en
Citibank HK,Have to setup finger print and snap shot every second day. Always gets errors. Expected from the usual incompetent hk banks.,1,GooglePlay,01-Oct-17,HK Bank,en
DBS Omni,Awful This app sucks. Not user friendly and hv so many bugs. Clashes all the time and can never run smoothly.,1,GooglePlay,07-Nov-16,HK Bank,en
ICBC,The app gets frozen and no response every time I get in it. Couldn't do anything with this app. Very disappointed!,1,GooglePlay,10-Mar-19,HK Bank,en
ICBC,"self registration does not work, the same does not work their Internet banking application. The form asks for Reserved Verification Number!!!",1,GooglePlay,07-May-19,HK Bank,en
ICBC,Horrible. Tried to sign up for the mobile app and it won't take all the bank acct numbers needed. Useless app,1,GooglePlay,29-Sep-18,HK Bank,en
Heng Seng Bank,"After logon just a blank white screen, what a great ebanking app for a big local bank in Hong Kong !",1,GooglePlay,26-Jun-19,HK Bank,en
Heng Seng Bank,"The mobile token and fingerprint is not working in Android 10. It has been a week, the problem is still exist.",1,GooglePlay,12-Sep-19,HK Bank,en
Heng Seng Bank,"Bad interface Login icon too small, disabled too many functions, E.g. pending pay bill, pending transfer. Better use website mobile version",1,GooglePlay,21-Nov-15,HK Bank,en
HSBC HK,"Completely broken and won't open, has been this way for well over month. No response from complaints to HSBC, as usual",1,GooglePlay,18-Oct-18,HK Bank,en
HSBC HK,"The app doesn't even open to begin with, it takes several attempts to simply show the first page of the app!",1,GooglePlay,31-Jan-19,HK Bank,en
HSBC HK,Always ask you to update the app and doesn't allow you to open it whenever you want to capture market opportunities.,1,GooglePlay,12-Dec-18,HK Bank,en
HSBC HK,"As mentioned by many, app crashes during transfer details confirmation. This is rather unacceptable. Pleaseb revert app to previous version ASAP.",1,GooglePlay,18-Jun-19,HK Bank,en
HSBC HK,Doesn't recognise my log in details. Old physical secure key is dead. This app is completely useless in its current form.,1,GooglePlay,13-Nov-17,HK Bank,en
HSBC HK,Not consider the user mobile may rooted. Services is not like this. It just push the users don't use the app.,1,GooglePlay,28-May-17,HK Bank,en
CCB,"Piece of s__t, doesn't support fingerprint reader on Nokia 7plus. Require too many unnecessary permission in order to use the app.",1,GooglePlay,18-Nov-18,HK Bank,en
SC,"The app is crashing with a notice that the mobile device is rooted. I have a new phone S9, not rooted",1,GooglePlay,07-Dec-18,HK Bank,en
SC,cant log in since update this website . loginn allow using the mobile for webpage log in also fail .terrrible update,1,GooglePlay,24-Dec-18,HK Bank,en
SC,Hate this version. Force me to edit my phone setting. Not user friendly. Who design this version? Stupid app. Uninstalled already.,1,GooglePlay,29-Sep-18,HK Bank,en
SC,"The user interface is weird, and it doesn't reflect the latest transactions. It's quite a different experience from its web-based app.",1,GooglePlay,31-Mar-18,HK Bank,en
SC,"No fingerprint login, no stock trading in the app. I have to install another to trade stock.... Rubbish service and server.",1,GooglePlay,07-Jan-18,HK Bank,en
SC Mobile Hong Kong,"（）I love the animated user layout. I just simply tab on the app to conduct transactions including FPS with in-app notifications.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,19/08/2019 15:15,HK Bank,en
PayMe,"very convenient after gathering. just changed to iphone xs max. no more touch id...how to use face id to pay easily?
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,05/10/2018 22:08,HK Bank,en
SC Mobile Hong Kong,"I love the animated user layout. I just simply tap on the app to conduct transactions including FPS with in-app notifications.
 ----------------------------------------------------------------------------------------- 
 ",5,AppStore,22/08/2019 19:44,HK Bank,en
AlipayHK,very convenient sending remittance to the Philippines and as simply use it to pay when you do dining or shopping. love it!,5,GooglePlay,20-Jul-19,HK Bank,en
AlipayHK,"i am thankful on this application, it's a big help for me specially in emergency cases when my family needs urgent money.",5,GooglePlay,12-Jun-19,HK Bank,en
PayMe,"It's very convenient when settling the small amount of receivable/payable with fds (e.g. cost sharing, etc.) The apps is stable since installed",5,GooglePlay,21-Jun-17,HK Bank,en
HSBC HK,Biometrics work very well. Allows me to view global accounts. Allows stock checking and trading in app. All very easy. Would recommend.,5,GooglePlay,03-Nov-17,HK Bank,en
Citibank HK,"Much quicker to launch with this new version, clean UI. Wish I were able to change text size. Quite good otherwise.
 ----------------------------------------------------------------------------------------- 
 ",4,AppStore,29/08/2019 21:06,HK Bank,en
AlipayHK,"In my experience is quite good. I sent money and I received. So far I, ve no regret installing it. It's good.",3,GooglePlay,09-Nov-18,HK Bank,en
Citibank HK,This app always has problems no matter how many times it has been updated. Surely Citibank can hire a better app developer?,2,GooglePlay,25-Jun-19,HK Bank,en
Citibank HK,"A bank app require your permission to your camera, mic, your audio setting and even the right to reorder your running app.",2,GooglePlay,12-Dec-18,HK Bank,en
PayMe,"Even there is an updated version, this apps is not able to directly bring me to play store to download the update.",3,GooglePlay,31-Aug-19,HK Bank,en
PayMe,As a tourist without an HK bank account can how can I add credit to PayMe? My foreign credit card won't add.,3,GooglePlay,23-Oct-17,HK Bank,en
HSBC HK,Thanks for fixing the 'device is rooted' error for mi6... Looking forward to see fingerprint login and other ibanking facilities be added.,3,GooglePlay,07-Mar-18,HK Bank,en
HSBC HK,Would be cool to use the play store to manage app updates instead of doing directly in app. Also need fingerprint support.,3,GooglePlay,08-Jun-17,HK Bank,en
PayMe,How to hide transactions of friends? I'm not interested to see who has paid whom how much for what to be honest.,4,GooglePlay,29-Dec-17,HK Bank,en
AlipayHK,Cannot use all coupons (fail to generate QR codes) after update yesterday. And remaining money in pocket often not showing any value.,1,AppStore,02/10/2018 22:24,HK Bank,en
AlipayHK,After update alipay I couldn’t login and use it to pay. It just stop at the welcome page and never get in!,1,AppStore,05/07/2018 16:44,HK Bank,en
AlipayHK,Everything is in Chinese except a few labels on the main screen making it useless to anyone who doesn’t read Chinese. Disappointing.,1,AppStore,22/05/2018 15:43,HK Bank,en
AlipayHK,Irony of ironies. The Mainland Chinese Alipay app is available in both English and Chinese. No such joy for the AlipayHK app...,1,AppStore,15/01/2018 23:00,HK Bank,en
BEA,"Need to update every time when I open the app, very annoying. How bad is your app for frequent update like this?",1,AppStore,25/04/2018 23:11,HK Bank,en
BEA,"After 5 Apr 18 update, slow performances, can't made any transfer, pay bill & even log-out. I would like the old one.",1,AppStore,18/04/2018 01:42,HK Bank,en
BOC,"The apps will be crashed when login used by fingerprint, I also try to removed the apps & re-install. Same thing happened!",1,AppStore,29/10/2019 16:56,HK Bank,en
BOC,"Damn slow, tons of useless information, nonsense button 
To include, it is not worth to invest on an app like this rubbish",1,AppStore,22/12/2017 22:19,HK Bank,en
